sgRNA	Gene	HT29-Reference	HT29-Baseline	HT29-D1	HT29-D2	HT29-80-1	HT29-80-2
sg_613_2	BCR	1399	854	1505	964	2723	1279
sg_79180_3	EFHD2	2815	2441	2870	2134	2706	2153
sg_6746_2	SSR2	1855	1679	1079	850	838	998
sg_152206_1	CCDC13	6297	5863	5503	4996	8154	5413
sg_26528_1	DAZAP1	4035	3048	3162	2618	2987	2496
sg_5321_4	PLA2G4A	4168	3994	4128	2936	2561	3044
sg_197131_4	UBR1	4891	3736	2555	2998	3660	3492
sg_27178_1	IL37	2906	2469	1769	1866	1275	1094
sg_5210_2	PFKFB4	3504	2967	3715	2616	2123	2255
sg_2140_3	EYA3	2990	2726	2776	2379	6115	2438
sg_9391_4	CIAO1	1259	903	141	230	108	27
sg_9717_1	SEC14L5	3273	2791	2463	1956	1526	2089
sg_79567_2	FAM65A	3184	2969	3494	2370	2712	2500
sg_22921_1	MSRB2	2864	2706	2707	3211	4422	4137
sg_139804_4	RBMXL3	4207	3071	3013	2880	1187	1178
sg_786_3	CACNG1	1966	1559	683	1149	502	1178
sg_10225_2	CD96	2323	1718	1624	1714	407	634
sg_26056_2	RAB11FIP5	1839	1281	682	1029	1744	2251
sg_79364_3	ZXDC	1946	1108	1221	794	875	456
sg_10458_3	BAIAP2	4884	4314	4143	3832	3769	3774
sg_5161_2	PDHA2	4511	3371	3714	3091	2386	4569
sg_113612_3	CYP2U1	1139	1178	1308	723	456	702
sg_10126_2	DNAL4	3139	2017	1438	814	1909	2310
sg_8720_3	MBTPS1	2785	895	271	250	805	339
sg_55697_4	VAC14	6196	5287	4648	3558	4216	3864
sg_26960_4	NBEA	2931	2414	3370	2511	2211	1610
sg_548593_1	SLX1A	3295	3262	4466	3423	1777	2385
sg_163051_2	ZNF709	3381	2552	2516	2164	2649	2052
sg_4833_1	NME4	4263	4280	4747	3497	3835	3866
sg_6101_2	RP1	1181	913	905	878	469	86
sg_1143_4	CHRNB4	1288	993	416	697	828	810
sg_171177_4	RHOV	5796	4328	4061	3771	4431	5259
sg_6637_1	SNRPG	925	96	0	0	9	2
sg_29919_3	C18orf8	2109	1734	2330	1884	3920	5537
sg_203074_4	PRSS55	1338	1361	1788	1030	612	597
sg_84125_4	LRRIQ1	4225	4384	3910	2921	3079	3030
sg_51744_3	CD244	3797	3318	3726	2814	3729	3474
sg_54538_2	ROBO4	3690	3126	3139	2495	7084	5692
sg_57169_2	ZNFX1	2208	2278	2763	1454	2703	2304
sg_84365_1	NIFK	3985	2228	1595	1426	1364	1405
sg_171177_3	RHOV	3309	2495	2018	1516	1837	1979
sg_153745_2	FAM71B	3502	3708	3057	2939	1547	1244
sg_84313_4	VPS25	1951	546	101	68	67	193
sg_386684_2	KRTAP12-4	2445	2195	2028	2393	1446	2419
sg_642938_1	FAM196A	4636	3868	5134	4027	3001	3477
sg_6742_1	SSBP1	1952	1932	1905	1936	1314	1041
sg_114299_3	PALM2	807	586	483	515	462	492
sg_200185_4	KRTCAP2	4121	2237	1188	893	2107	2155
sg_7014_4	TERF2	3055	708	68	120	63	46
sg_5740_2	PTGIS	1914	1932	1524	1456	3366	2984
sg_7366_2	UGT2B15	3467	3108	3385	3254	2087	2313
sg_221476_3	PI16	2842	2751	3556	2103	1364	1942
sg_6860_2	SYT4	635	617	660	497	567	312
sg_732_1	C8B	3123	2845	3586	2204	1344	1798
sg_128497_4	SPATA25	2467	2132	1698	1692	4601	2198
sg_7471_2	WNT1	1757	1215	1307	1330	534	668
sg_728047_1	GOLGA8O	4314	3725	2736	3129	3551	2611
sg_11178_2	LZTS1	4096	3649	4651	3285	3256	2890
sg_390191_2	OR5B12	4072	3749	4418	2956	3626	3612
sg_163590_2	TOR1AIP2	2650	1857	2012	2178	842	1489
sg_51157_1	ZNF580	3933	3130	3404	2630	7472	6741
sg_5729_1	PTGDR	1736	1101	1464	935	1098	1113
sg_1155_3	TBCB	978	771	245	146	512	440
sg_653404_3	FOXD4L6	1722	377	147	112	187	41
sg_56956_2	LHX9	5315	4971	5361	3256	4314	3857
sg_NTC_777	Non_Targeting_Control_777	6271	6139	7073	5798	6985	7338
sg_5932_2	RBBP8	4631	2640	1088	1307	910	875
sg_8911_2	CACNA1I	3413	2595	2969	2942	2670	2900
sg_1460_4	CSNK2B	1023	585	60	62	559	206
sg_3155_2	HMGCL	5081	5345	5314	4029	4352	5401
sg_5176_4	SERPINF1	2462	2090	2391	1900	2035	2347
sg_10170_2	DHRS9	3693	2389	1873	1928	1804	2327
sg_9901_3	SRGAP3	4271	3653	3380	2937	3845	3935
sg_200844_2	C3orf67	1112	869	807	872	545	417
sg_4232_3	MEST	3325	2826	2766	2227	5056	2716
sg_139596_2	UPRT	1970	2034	2361	2231	1687	1266
sg_51592_4	TRIM33	5313	4731	3248	2689	5067	4403
sg_8073_3	PTP4A2	5892	3864	2670	2405	2941	2239
sg_113791_3	PIK3IP1	2038	1464	2057	1516	2070	1771
sg_6253_3	RTN2	3715	2905	3491	2441	2199	2942
sg_541466_2	CT45A1	2978	2497	2644	1652	1201	1357
sg_85352_4	KIAA1644	1159	975	888	679	486	540
sg_390436_3	OR4K17	1538	1204	1171	1194	2104	1013
sg_283989_3	TSEN54	4597	4260	3153	2022	1447	1259
sg_126119_2	JOSD2	4985	3949	3826	2727	7567	5423
sg_165545_2	DQX1	4912	4059	3982	2497	2056	2292
sg_54934_3	KANSL2	2020	941	258	212	213	60
sg_3955_3	LFNG	2004	1851	1520	1543	1090	670
sg_9025_1	RNF8	3933	3325	2242	2092	1487	1778
sg_84277_2	DNAJC30	5626	5165	5888	3921	4277	4311
sg_10077_1	TSPAN32	3264	2861	3572	2264	2369	2343
sg_59344_4	ALOXE3	3237	2696	2561	2279	3191	2989
sg_2913_2	GRM3	4644	4010	5412	3677	5030	4013
sg_23404_3	EXOSC2	1646	588	178	100	61	50
sg_5132_1	PDC	1580	1243	1107	1361	508	456
sg_55857_2	KIZ	2155	1732	1925	1107	1452	974
sg_7771_1	ZNF112	3696	2950	2600	2575	2012	2533
sg_79696_1	ZC2HC1C	3870	3051	2515	2607	2912	1552
sg_30062_1	RAX	3597	3115	3962	2467	4330	2783
sg_2874_3	GPS2	937	492	177	127	20	51
sg_280664_1	WFDC10B	4818	5027	3990	4259	7186	9089
sg_200205_3	IBA57	1441	1309	1682	1546	2769	1356
sg_90293_1	KLHL13	3103	3569	4824	4005	2723	2684
sg_8761_1	PABPC4	3617	2547	3056	1997	2356	2096
sg_131450_4	CD200R1	4480	3372	2677	2324	746	1360
sg_7532_2	YWHAG	1731	1142	968	1149	925	474
sg_653121_1	ZBTB8A	1371	1079	1178	1216	661	734
sg_9368_4	SLC9A3R1	3837	3268	3987	3030	5464	4188
sg_3768_1	KCNJ12	1915	1900	1993	1590	1154	1154
sg_1267_1	CNP	3823	3204	3532	3122	3748	2803
sg_2098_2	ESD	3724	2665	3221	2313	1997	2063
sg_341799_3	OR6S1	1291	1037	788	808	925	434
sg_9855_2	FARP2	1486	1171	1388	819	1161	2125
sg_122748_2	OR11H6	260	260	405	121	964	849
sg_64129_1	TINAGL1	1852	1520	1631	1532	801	1308
sg_56145_2	PCDHA3	3814	2998	3336	2474	2700	1615
sg_126133_2	ALDH16A1	777	745	439	810	443	713
sg_284615_3	ANKRD34A	1175	775	573	445	530	369
sg_57491_2	AHRR	1017	628	710	505	783	377
sg_7051_2	TGM1	2891	2651	1418	1778	1474	1465
sg_29843_3	SENP1	4937	4888	3934	2600	3275	2428
sg_55851_3	PSENEN	2687	2146	978	1146	1814	1397
sg_391109_2	OR10K1	2118	1566	1373	1364	1106	1063
sg_10554_4	AGPAT1	1494	1482	777	637	1363	744
sg_55001_2	TTC22	2205	2341	2528	1938	2304	2112
sg_166647_2	ADGRA3	3412	3130	3614	2726	2555	2361
sg_128869_3	PIGU	3327	3542	3836	2683	1779	1991
sg_23395_4	LARS2	1900	1429	261	85	143	56
sg_490_3	ATP2B1	2785	2607	1025	757	926	774
sg_535_2	ATP6V0A1	4488	3259	2752	2213	1244	1298
sg_6399_4	TRAPPC2	5027	4011	4169	3573	3881	2050
sg_55322_3	C5orf22	2767	2599	2884	2715	1191	1540
sg_100289462_3	DEFB4B	842	837	717	603	593	737
sg_27254_2	CSDC2	3786	2925	2673	1796	1792	2018
sg_84167_1	C19orf44	2041	1652	1476	944	1955	1278
sg_55779_4	CFAP44	2386	1973	1818	999	2478	2885
sg_9275_3	BCL7B	3870	3039	3071	3126	2290	2274
sg_170626_1	XAGE3	4459	2790	1771	1652	2072	1818
sg_91860_1	CALML4	1234	894	1024	874	609	423
sg_3551_3	IKBKB	2453	2152	2710	2211	1437	1775
sg_23384_4	SPECC1L	3004	2364	1625	1162	595	512
sg_642968_1	FAM163B	4724	3501	3636	2231	2862	3188
sg_157697_3	ERICH1	4413	4526	4889	3765	2782	2794
sg_114908_3	TMEM123	953	918	1396	686	910	2431
sg_3028_1	HSD17B10	4350	2632	157	229	141	273
sg_2548_1	GAA	2198	1736	2050	1548	869	779
sg_284428_2	MBD3L5	2504	1162	1253	798	623	760
sg_55149_1	MTPAP	1894	1136	73	65	79	34
sg_26050_4	SLITRK5	3767	3206	2975	2159	4984	4619
sg_245973_4	ATP6V1C2	677	403	544	335	53	61
sg_9570_3	GOSR2	1914	698	293	255	740	1105
sg_54544_3	CRCT1	3207	2790	3196	2868	2405	2995
sg_728642_3	CDK11A	2605	2670	3136	2926	3612	1730
sg_NTC_865	Non_Targeting_Control_865	5453	5317	5581	5186	5359	5746
sg_8877_1	SPHK1	4928	4698	5035	3884	3204	3765
sg_81029_2	WNT5B	2067	1914	1737	1199	1598	1526
sg_390648_3	OR4F6	1916	1245	1325	954	573	1199
sg_170692_2	ADAMTS18	3865	3356	3740	2785	2549	2891
sg_10941_1	UGT2A1	5113	4509	4143	5066	2237	2242
sg_56997_2	ADCK3	4381	3977	3807	3402	2741	1643
sg_5957_3	RCVRN	1882	1692	1573	1468	555	634
sg_10884_1	MRPS30	5147	3826	1185	931	706	595
sg_4969_4	OGN	3276	3040	3530	2205	2471	2092
sg_83858_4	ATAD3B	997	1138	828	626	623	926
sg_338773_4	TMEM119	1999	1653	2049	1122	433	491
sg_9127_3	P2RX6	3737	2449	2327	2456	3296	2916
sg_388341_2	LRRC75A	1934	1368	2353	1789	523	561
sg_51085_4	MLXIPL	3489	2986	2664	2426	1962	1693
sg_129642_4	MBOAT2	1549	1437	1184	1043	1430	2065
sg_153090_4	DAB2IP	3056	2933	2809	2248	1238	1217
sg_91012_1	CERS5	2482	1828	2021	1735	1308	640
sg_653659_2	TMEM183B	2740	1961	1574	1356	492	535
sg_387597_4	ILDR2	3812	2976	3237	3189	2595	2883
sg_55013_4	CCDC109B	1783	1510	2261	1387	1644	1758
sg_23199_2	GSE1	1073	1008	1348	907	509	362
sg_NTC_628	Non_Targeting_Control_628	5354	5357	6406	4837	7349	4323
sg_151194_4	METTL21A	3766	3737	3342	3353	3077	3239
sg_80224_1	NUBPL	2388	2247	1365	1143	1089	687
sg_26872_3	STEAP1	2820	2584	2228	1835	1108	1314
sg_404220_1	C6orf201	4985	4395	3805	3958	1374	1563
sg_3982_4	LIM2	4409	3196	2359	2418	1985	1999
sg_83642_4	SELO	1909	1752	2093	1973	1384	785
sg_79345_2	OR51B2	4561	4054	3918	2941	2513	2212
sg_2053_2	EPHX2	2735	3077	3154	2323	2904	1805
sg_197131_2	UBR1	3463	3130	2767	1953	2704	4128
sg_347240_1	KIF24	2022	1760	1738	1386	750	1026
sg_6653_2	SORL1	2146	1843	1428	1782	1256	1164
sg_7137_3	TNNI3	2810	2158	1799	1282	2455	1969
sg_55823_4	VPS11	3674	2499	613	558	1218	1190
sg_51447_4	IP6K2	1813	1438	2329	1469	1643	890
sg_1829_3	DSG2	5223	4620	4270	3572	3004	3460
sg_23035_4	PHLPP2	5597	5021	5543	3919	2967	3521
sg_NTC_359	Non_Targeting_Control_359	5232	4875	6740	4764	3385	3301
sg_2556_1	GABRA3	3222	3155	3205	2168	3166	2864
sg_1939_3	EIF2D	1286	1109	1669	980	1043	735
sg_25844_3	YIPF3	2879	1916	2439	1422	666	1009
sg_84678_2	KDM2B	2452	2283	2201	2052	1820	1359
sg_158248_1	TTC16	5638	4527	4669	3887	4048	4012
sg_6522_2	SLC4A2	5321	5223	4876	3988	3514	3235
sg_359_3	AQP2	2699	2113	1825	1667	1074	1384
sg_9725_1	TMEM63A	1484	1305	2116	1081	1883	2234
sg_135138_1	PACRG	607	603	351	365	655	613
sg_65082_2	VPS33A	5488	2931	547	815	458	487
sg_384_2	ARG2	2770	2436	2614	2632	2457	2402
sg_10970_4	CKAP4	4721	3906	4316	3300	3424	2561
sg_5719_1	PSMD13	1618	1779	968	622	583	408
sg_4909_2	NTF4	4027	1829	1056	1004	743	1026
sg_5518_2	PPP2R1A	3386	1760	450	557	646	572
sg_150368_4	FAM109B	3138	2681	1877	1937	2266	1721
sg_6744_3	SSFA2	1414	1227	700	1002	789	1201
sg_5976_1	UPF1	799	185	68	327	376	73
sg_124935_3	SLC43A2	6987	6747	5969	5887	4852	5849
sg_29803_3	REPIN1	3428	2997	3879	2341	4621	2984
sg_3219_3	HOXB9	1147	1031	1110	479	408	315
sg_2516_1	NR5A1	9619	8116	8762	6157	7320	8137
sg_85302_1	FBF1	5030	3923	4281	3116	3108	3777
sg_10170_3	DHRS9	2913	2640	4245	2307	5026	5082
sg_3680_3	ITGA9	2734	2604	2968	2326	3270	3134
sg_4761_1	NEUROD2	3630	3563	3188	2768	4498	2257
sg_4856_3	NOV	4271	3628	2238	2317	4380	2113
sg_57687_3	VAT1L	4263	3741	3519	2454	2728	3315
sg_94025_2	MUC16	1743	1148	1145	1068	1031	1045
sg_9950_4	GOLGA5	874	817	694	644	408	624
sg_7436_2	VLDLR	1994	2100	1904	1552	775	1617
sg_84085_2	FBXO30	1037	623	1045	602	1364	1524
sg_9794_4	MAML1	2254	1575	1280	990	439	685
sg_51802_1	ASIC5	1977	1928	2196	1388	886	1159
sg_26298_1	EHF	1527	1584	1667	947	2688	3426
sg_374879_1	ZNF699	6078	5392	7724	5698	2680	2061
sg_54961_3	SSH3	3730	3467	3748	3218	2560	2602
sg_54756_2	IL17RD	3837	3971	4059	3279	3887	5350
sg_91404_3	SESTD1	2944	2491	2749	2346	2630	1972
sg_9911_3	TMCC2	2412	1997	2272	1626	2082	2813
sg_642_1	BLMH	4488	4254	4422	3231	3989	4834
sg_163933_4	FAM43B	2932	2640	2444	1840	2058	1312
sg_8542_1	APOL1	3398	2525	3035	2470	1605	1404
sg_22987_2	SV2C	3312	2360	2119	1709	1507	1466
sg_9841_2	ZBTB24	4557	3415	3476	2549	2941	3490
sg_4261_1	CIITA	3279	1815	1249	838	1206	1486
sg_84230_1	LRRC8C	3200	2333	2420	1851	3802	2576
sg_121006_2	FAM186A	3456	3411	2782	3159	2257	3023
sg_1582_4	CYP8B1	1598	1353	1455	1317	2748	1428
sg_79012_1	CAMKV	3170	2895	3345	2676	1917	1957
sg_4791_2	NFKB2	1720	1520	1133	1505	817	1163
sg_51228_2	GLTP	3035	2827	2953	2475	1059	972
sg_146956_3	EME1	3660	2452	2044	1391	1041	1084
sg_7699_2	ZNF140	1980	1506	2449	1342	931	660
sg_1780_1	DYNC1I1	3808	3524	4610	3732	2457	3242
sg_5862_3	RAB2A	2009	1923	2048	1870	949	999
sg_79867_2	TCTN2	4079	3402	3309	2346	1614	1950
sg_283349_2	RASSF3	3950	2852	1964	2327	4543	1964
sg_9622_2	KLK4	4935	3655	2927	2652	1689	1979
sg_27071_1	DAPP1	2221	1896	2691	1448	668	725
sg_55621_2	TRMT1	2960	2176	2599	1905	2776	2381
sg_153090_2	DAB2IP	1806	1718	2292	1644	1419	1736
sg_100533183_3	ZNF664-FAM101A	2776	2300	3093	1400	1256	786
sg_158833_3	AWAT1	394	308	468	344	21	12
sg_219870_3	OR10G9	1765	1803	2075	1216	4509	2143
sg_150084_2	IGSF5	3282	3185	2539	1925	3130	1783
sg_27290_4	SPINK4	1011	1002	1228	499	227	274
sg_79805_2	VASH2	2233	2230	2019	1581	2695	1955
sg_4159_3	MC3R	2912	2512	2444	2186	2872	2368
sg_83661_1	MS4A8	843	639	297	388	298	77
sg_4600_1	MX2	3488	3447	2862	3045	2446	1727
sg_284433_1	OR10H5	2224	1784	1727	1191	2777	1934
sg_54796_2	BNC2	3202	3502	2931	2781	3499	3116
sg_8653_2	DDX3Y	1527	1093	2145	1278	1400	1365
sg_727832_1	GOLGA6L6	3018	1306	456	456	602	647
sg_875_1	CBS	1618	1433	1144	1160	588	377
sg_9394_2	HS6ST1	2934	1991	1590	1236	1600	1508
sg_55559_4	HAUS7	4322	1877	1817	833	750	1333
sg_387103_3	CENPW	5129	3470	1619	1271	554	975
sg_54058_3	C21orf58	2341	2317	1472	1140	1420	1143
sg_255057_4	C19orf26	2618	2076	2673	2054	3636	2378
sg_5542_2	PRB1	4439	2755	1255	1124	935	676
sg_149478_3	BTBD19	4406	4064	3857	3227	2852	2223
sg_51706_1	CYB5R1	2847	2788	3360	2376	900	1044
sg_10196_3	PRMT3	4305	4200	5334	4187	3724	4302
sg_29906_2	ST8SIA5	2191	2084	2183	1423	3058	2128
sg_8388_1	OR1E2	2868	2435	3391	2917	2710	2161
sg_58158_2	NEUROD4	2479	2064	2036	2151	4875	3217
sg_2773_4	GNAI3	2140	2179	1495	1515	955	824
sg_145957_4	NRG4	2260	1748	1641	1342	921	1020
sg_6402_3	SELL	5179	4113	5118	4790	4925	5999
sg_170692_4	ADAMTS18	3166	3449	3886	2874	2910	2067
sg_946_1	SIGLEC6	2489	2546	2429	1884	1124	681
sg_56270_1	WDR45B	3411	3249	3353	2766	3611	3469
sg_267004_1	PGBD3	2647	2018	2436	1399	3173	2328
sg_222584_1	FAM83B	3863	2697	2901	2221	1491	1285
sg_343_1	AQP8	5017	4502	4238	3477	5323	4945
sg_60488_2	MRPS35	1861	1486	360	311	614	370
sg_10424_4	PGRMC2	1951	1475	1502	886	349	365
sg_5144_3	PDE4D	1545	1226	1520	1199	1420	586
sg_221785_2	ZSCAN25	5424	3871	3472	3409	2703	4021
sg_79008_3	SLX1B	2060	1955	1569	938	579	444
sg_84445_1	LZTS2	5571	4726	3578	3826	3609	2867
sg_7259_2	TSPYL1	3004	3012	3228	2545	3069	3658
sg_55620_3	STAP2	3605	3484	4031	2638	2577	1544
sg_155465_3	AGR3	2319	2100	1785	2722	953	764
sg_339665_1	SLC35E4	2013	1374	1314	1535	1322	1370
sg_9333_4	TGM5	1261	1048	687	618	2088	542
sg_55596_4	ZCCHC8	2890	1813	889	886	518	608
sg_51061_4	TXNDC11	2764	2522	3168	2364	2729	2494
sg_10795_3	ZNF268	7557	7432	6674	5595	5808	6072
sg_100271715_3	ARHGEF33	1425	1320	1624	1160	1597	1182
sg_340260_2	UNCX	2863	2664	1426	2153	1685	1644
sg_64854_2	USP46	2003	2075	2494	2153	1936	1859
sg_256126_1	SYCE2	3480	2493	2224	1995	1830	1734
sg_26260_4	FBXO25	1627	1600	2007	1839	1820	2043
sg_57001_4	SDHAF3	5091	4030	4244	4012	5691	3585
sg_64328_2	XPO4	3295	2780	3569	3221	6440	4840
sg_285966_3	TCAF2	3573	2422	2570	2011	873	1196
sg_22876_4	INPP5F	2199	2175	2458	2201	2491	1914
sg_1796_3	DOK1	1149	923	621	536	670	903
sg_116211_2	TM4SF19	2375	1843	1619	1409	3293	1480
sg_653820_1	FAM72B	1963	1777	1898	1646	939	814
sg_51204_4	TACO1	2799	2446	2399	1555	900	1610
sg_285148_1	IAH1	2494	2325	2702	2067	1015	1190
sg_4356_2	MPP3	4741	3878	3622	3469	3572	4637
sg_126393_3	HSPB6	2257	1878	1179	1290	1857	1822
sg_283848_1	CES4A	3766	2936	2432	1742	3210	2833
sg_3846_3	KRTAP5-9	3900	1958	1234	829	2698	1551
sg_3575_2	IL7R	5205	4726	4370	2792	4809	3139
sg_196513_2	DCP1B	1593	1584	1283	1386	1965	3138
sg_1804_3	DPP6	3381	2554	1960	2010	1010	887
sg_3581_1	IL9R	4989	3091	2886	2192	1735	1318
sg_164656_2	TMPRSS6	2188	2294	2227	1928	3201	2234
sg_83860_3	TAF3	5923	5380	4381	3173	4320	3123
sg_7247_1	TSN	3447	3520	3364	3281	3686	2314
sg_10876_4	EDDM3A	4395	3388	3737	2478	3638	2902
sg_128876_3	FAM83C	2180	1727	1163	1101	4324	3870
sg_146059_2	CDAN1	1190	860	319	191	3106	1647
sg_9775_1	EIF4A3	1121	44	2	1	2	0
sg_5898_2	RALA	2439	2405	2074	1730	1007	1241
sg_283150_3	FOXR1	5162	3983	3902	2676	2331	2301
sg_390066_2	OR52D1	3897	3857	4400	3799	3481	1963
sg_5922_2	RASA2	5390	5015	5669	4133	4597	5497
sg_10844_1	TUBGCP2	1417	345	46	109	12	10
sg_7473_2	WNT3	1326	1048	1093	1066	2008	1213
sg_51367_3	POP5	1186	938	371	334	597	875
sg_7273_4	TTN	3928	3466	4680	3422	4304	4097
sg_9894_2	TELO2	3690	1995	520	575	551	312
sg_317772_4	HIST2H2AB	1582	975	798	965	585	273
sg_6263_2	RYR3	1632	1506	1183	1156	684	1068
sg_337971_4	KRTAP19-4	624	727	480	230	157	122
sg_51669_1	SARAF	3839	3470	3876	3056	3574	3227
sg_9079_4	LDB2	2233	2213	1915	1984	3429	3587
sg_25802_3	LMOD1	5099	4621	4807	3618	3363	3645
sg_7363_3	UGT2B4	4125	3872	4561	3346	5398	5489
sg_5861_4	RAB1A	2621	2695	1597	1658	4454	3716
sg_3612_4	IMPA1	2154	2185	2325	1678	2246	1812
sg_79033_2	ERI3	5600	4901	5788	4514	6050	8053
sg_7298_4	TYMS	3797	3461	2393	2450	2105	1807
sg_257397_4	TAB3	3343	2831	3222	2569	937	900
sg_286753_4	TUSC5	3166	3059	3039	2507	1410	1306
sg_23032_1	USP33	2242	1719	1128	1429	1320	1553
sg_23731_3	TMEM245	2686	3057	2205	2409	2121	2086
sg_5179_2	PENK	4494	4507	4479	4111	3977	3462
sg_5434_1	POLR2E	3259	693	631	574	256	63
sg_55791_4	LRIF1	1837	1516	1707	1100	787	806
sg_79760_3	GEMIN7	3263	3028	877	1419	2898	1641
sg_401335_4	C7orf65	1545	1624	1391	1483	2605	1090
sg_11314_1	CD300A	3475	3135	2341	2424	2298	2449
sg_6247_4	RS1	3151	2764	2491	2438	4705	4098
sg_390201_3	OR10V1	2965	2483	1860	2072	2245	2150
sg_3306_1	HSPA2	1185	954	1063	718	2122	2547
sg_2030_1	SLC29A1	1898	1792	1907	1670	1174	774
sg_NTC_89	Non_Targeting_Control_89	8074	9670	11435	8627	11229	10202
sg_51104_4	ABHD17B	3395	2778	2932	2461	2932	2730
sg_2356_3	FPGS	1366	842	373	211	163	32
sg_341277_2	OVCH2	5572	4849	5242	3486	5803	3923
sg_91445_3	RNF185	538	480	433	367	203	281
sg_27291_3	R3HCC1L	2852	2841	2631	2826	3974	4321
sg_56126_2	PCDHB10	4523	3427	4104	2367	2525	2090
sg_83935_2	TMEM133	1415	1257	1599	882	785	538
sg_4161_3	MC5R	3998	4174	4295	3586	5472	4548
sg_5583_4	PRKCH	3530	2682	3561	2101	3358	2862
sg_5033_3	P4HA1	2349	1669	1650	1674	1827	1108
sg_100507650_1	RNF212B	2673	1442	1714	1277	645	744
sg_6993_2	DYNLT1	4732	4315	4954	3836	4674	4002
sg_5119_1	CHMP1A	6897	4587	2726	2508	2206	1886
sg_389799_2	C9orf171	2110	1373	1968	1157	623	586
sg_8242_1	KDM5C	1666	1033	310	263	801	1137
sg_3447_1	IFNA13	3138	2956	2994	2663	4489	4273
sg_92558_2	CCDC64	1965	1529	2422	1104	742	675
sg_8301_1	PICALM	2395	2432	2902	2417	1293	1782
sg_64897_1	C12orf43	2597	1823	1515	1255	1055	1248
sg_5880_2	RAC2	7599	6063	5089	4744	3814	4511
sg_2060_4	EPS15	4810	3822	4317	3450	1884	2076
sg_1749_2	DLX5	3460	1990	1649	1444	2676	1890
sg_647042_2	GOLGA6L10	1229	328	90	157	900	127
sg_6789_3	STK4	5537	4137	5014	4338	10626	9747
sg_85458_4	DIXDC1	5411	4150	3366	3144	4702	3941
sg_2207_1	FCER1G	1684	1583	1875	1577	988	1584
sg_57213_3	SPRYD7	5142	3998	4067	3342	2774	2004
sg_26060_1	APPL1	4821	4497	5483	3826	4013	3193
sg_7490_1	WT1	5055	4943	4653	3739	3930	3567
sg_NTC_187	Non_Targeting_Control_187	4457	4120	4636	3264	3385	2082
sg_5090_4	PBX3	3262	2909	3257	1659	3709	3170
sg_55113_1	XKR8	4132	3295	3491	3018	4773	4990
sg_55177_1	RMDN3	1434	1114	1026	867	2287	2169
sg_643365_2	LINC00452	3884	3706	2696	2027	1865	2273
sg_51361_1	HOOK1	1602	1247	1307	1264	604	357
sg_9804_1	TOMM20	1878	1241	727	428	1230	1024
sg_1007_2	CDH9	1966	1616	1295	1530	1140	1610
sg_64837_1	KLC2	5654	4101	4676	3496	6786	8479
sg_2996_2	GYPE	6138	5664	6720	5218	5365	4455
sg_541565_3	C8orf58	1466	1371	1194	1057	892	768
sg_2203_1	FBP1	1725	1351	732	638	881	122
sg_23137_1	SMC5	2424	2077	931	933	1293	2737
sg_4166_1	CHST6	2784	2550	2166	2126	947	1126
sg_3785_3	KCNQ2	2730	1987	1345	1681	2963	2785
sg_221938_3	MMD2	4185	3842	3754	3062	1778	1899
sg_3543_4	IGLL1	1729	1839	2046	2191	2034	1499
sg_6678_4	SPARC	1740	1543	1138	1101	2525	2354
sg_55326_3	AGPAT5	4158	3534	2824	2802	2193	1490
sg_79770_2	TXNDC15	6246	4915	4008	3587	2705	2301
sg_79850_3	FAM57A	833	534	517	372	490	276
sg_492_4	ATP2B3	1453	1375	1359	580	443	106
sg_57226_4	LYRM2	2872	2714	2117	2107	3347	2066
sg_1185_2	CLCN6	4281	3782	3022	2572	1602	1561
sg_5663_3	PSEN1	2832	2235	3329	2432	2026	2038
sg_27434_1	POLM	4694	4039	3785	2649	3729	4243
sg_339559_2	ZFP69	1380	1246	1003	762	1352	1615
sg_5909_4	RAP1GAP	2317	1989	2258	2099	2769	2006
sg_9120_2	SLC16A6	4621	4044	4983	2693	3548	2929
sg_91653_4	BOC	1102	839	689	737	545	382
sg_222643_1	UNC5CL	2559	1821	1593	1716	1030	1201
sg_284759_4	SIRPB2	5759	4792	6471	3512	4658	3811
sg_11073_2	TOPBP1	3107	543	193	210	556	687
sg_90411_2	MCFD2	5957	4828	4783	4444	4145	2493
sg_10717_2	AP4B1	6450	4723	4358	3258	3462	2769
sg_10826_1	FAXDC2	942	1035	870	837	498	532
sg_285966_4	TCAF2	1870	909	826	691	389	54
sg_4025_4	LPO	4043	3120	2698	1924	1660	1938
sg_55054_3	ATG16L1	4713	3912	2619	1576	1749	879
sg_311_4	ANXA11	1523	1415	1778	1608	1204	1007
sg_337963_2	KRTAP23-1	4816	4566	4361	3381	3794	2794
sg_326624_1	RAB37	3575	3753	4804	3230	2415	2093
sg_157807_2	CLVS1	2069	1849	2281	1670	842	1174
sg_389677_1	RBM12B	4340	3799	3354	2987	4403	5030
sg_340168_1	DPPA5	4720	3885	3355	2857	2640	3519
sg_23639_4	LRRC6	4077	2725	3321	1155	3353	3400
sg_5225_1	PGC	5522	4262	3048	2583	5397	4569
sg_8563_4	THOC5	2949	1247	483	520	942	466
sg_10299_4	MARCH6	1584	1406	1534	1129	603	500
sg_9060_4	PAPSS2	3051	2616	3796	2992	1794	1917
sg_128866_2	CHMP4B	4100	1879	1163	895	1201	1358
sg_9054_3	NFS1	1540	722	132	243	211	87
